,Case,acqlabel,acq_id,PhaseEncodingDirection_dwi,EffectiveEchoSpacing_dwi,TotalReadoutTime_dwi,RepetitionTime_dwi,EchoTime_dwi
507,sub-NDARRM073JKA/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5557cd566950078c1428d,j-,0.000414993,0.0427443,3.32,0.1002
508,sub-NDARRU729XRU/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5561fd566950078c142a8,j-,0.000414993,0.0427443,3.32,0.1002
509,sub-NDARRW951BYF/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df556c2d566950078c142cc,j-,0.000414993,0.0427443,3.32,0.1002
510,sub-NDARRZ927VC3/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df557b5d56695006cc0d333,j-,0.000414993,0.0427443,3.32,0.1002
511,sub-NDARTC865YNZ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5588fd566950078c14320,j-,0.000414993,0.0427443,3.32,0.1002
512,sub-NDARTG396FGE/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df55945d56695006cc0d362,j-,0.000414993,0.0427443,3.32,0.1002
513,sub-NDARTT272WT5/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df55affd56695005bc07fbe,j-,0.000414993,0.0427443,3.32,0.1002
514,sub-NDARUJ894ZXG/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df55bfad56695005bc07fcc,j-,0.000414993,0.0427443,3.32,0.1002
515,sub-NDARUV578DU2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df55d55d566950078c14399,j-,0.000414993,0.0427443,3.32,0.1002
516,sub-NDARUY730ANT/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df55df8d56695006cc0d3b3,j-,0.000414993,0.0427443,3.32,0.1002
517,sub-NDARVA930UA3/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df55e99d56695005bc07fe0,j-,0.000414993,0.0427443,3.32,0.1002
518,sub-NDARVC716GEE/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df55f3cd56695006cc0d3c9,j-,0.000414993,0.0427443,3.32,0.1002
519,sub-NDARVN899GWP/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df55fdfd56695006cc0d3d1,j-,0.000414993,0.0427443,3.32,0.1002
520,sub-NDARVN920VHJ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df56076d566950055c02f35,j-,0.000414993,0.0427443,3.32,0.1002
521,sub-NDARVP285RXV/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5611ed566950053c028c3,j-,0.000414993,0.0427443,3.32,0.1002
522,sub-NDARWA433WYZ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df561b6d56695006cc0d3f6,j-,0.000414993,0.0427443,3.32,0.1002
523,sub-NDARWD585PRZ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df56269d566950078c14447,j-,0.000414993,0.0427443,3.32,0.1002
524,sub-NDARWH779MZ2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5630bd56695005bc07ffd,j-,0.000414993,0.0427443,3.32,0.1002
525,sub-NDARWJ498CZY/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df563a1d566950078c1446c,j-,0.000414993,0.0427443,3.32,0.1002
526,sub-NDARWK983JFE/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df56447d56695005bc08005,j-,0.000414993,0.0427443,3.32,0.1002
527,sub-NDARWM656UWL/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df564e4d56695006cc0d42a,j-,0.000414993,0.0427443,3.32,0.1002
528,sub-NDARWV568MEU/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df565f3d566950059c06009,j-,0.000414993,0.0427443,3.32,0.1002
529,sub-NDARXD345GBN/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df56698d566950078c144e4,j-,0.000414993,0.0427443,3.32,0.1002
530,sub-NDARXD710RLN/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df56737d566950078c144f5,j-,0.000414993,0.0427443,3.32,0.1002
531,sub-NDARXN764AC7/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df567e6d56695005bc0802d,j-,0.000414993,0.0427443,3.32,0.1002
532,sub-NDARXP557DLJ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df56860d56695005bc08033,j-,0.000414993,0.0427443,3.32,0.1002
533,sub-NDARYB392JWP/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df568fbd566950053c028c6,j-,0.000414993,0.0427443,3.32,0.1002
534,sub-NDARYC243UW5/ses-HBNsiteRU/dwi,acq-64dir_run-01_dwi,5df569b2d566950059c0601c,j-,0.000414993,0.0427443,3.32,0.1002
535,sub-NDARYC243UW5/ses-HBNsiteRU/dwi,acq-64dir_run-02_dwi,5df569bbd56695006cc0d478,j-,0.000414993,0.0427443,3.32,0.1002
536,sub-NDARYC466ER1/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df56a5ed566950078c14553,j-,0.000414993,0.0427443,3.32,0.1002
537,sub-NDARYE521RDA/ses-HBNsiteRU/dwi,acq-64dir_run-01_dwi,5df56afcd56695005bc08044,j-,0.000414993,0.0427443,3.32,0.1002
538,sub-NDARYE521RDA/ses-HBNsiteRU/dwi,acq-64dir_run-02_dwi,5df56affd56695006cc0d491,j-,0.000414993,0.0427443,3.32,0.1002
539,sub-NDARYG665JUD/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df56b59d56695005bc08048,j-,0.000414993,0.0427443,3.32,0.1002
540,sub-NDARYM334BZ5/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df56c09d56695006cc0d4a5,j-,0.000414993,0.0427443,3.32,0.1002
541,sub-NDARAN262WK6/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de84d5940116e0054b7bccb,j-,0.000414993,0.0427443,3.32,0.1002
542,sub-NDARBL042LWN/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de878f140116e0053b56f70,j-,0.000414993,0.0427443,3.32,0.1002
543,sub-NDARBW026UGE/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de88b5a40116e0053b56f9c,j-,0.000414993,0.0427443,3.32,0.1002
544,sub-NDARCJ433TCG/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8a76f40116e0057bcaef2,j-,0.000414993,0.0427443,3.32,0.1002
545,sub-NDARCU621EBN/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8b89340116e005bcfa601,j-,0.000414993,0.0427443,3.32,0.1002
546,sub-NDARCY036NTA/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8c69740116e0057bcb0bd,j-,0.000414993,0.0427443,3.32,0.1002
547,sub-NDARDT181RP4/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8f2b740116e0058c508b3,j-,0.000414993,0.0427443,3.32,0.1002
548,sub-NDARDZ147ETZ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de902ba40116e005bcfb311,j-,0.000414993,0.0427443,3.32,0.1002
549,sub-NDAREM609ZXW/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9201840116e005bcfba58,j-,0.000414993,0.0427443,3.32,0.1002
550,sub-NDAREP505XAD/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9282d40116e005bcfbee2,j-,0.000414993,0.0427443,3.32,0.1002
551,sub-NDAREW661NZJ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9319440116e0054b7c3b0,j-,0.000414993,0.0427443,3.32,0.1002
552,sub-NDARFC203HCD/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de94eaa40116e005bcfc8c2,j-,0.000414993,0.0427443,3.32,0.1002
553,sub-NDARFR301KKP/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de96dd140116e0058c51e67,j-,0.000414993,0.0427443,3.32,0.1002
554,sub-NDARFV685ZT2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de977f740116e005bcfd3e9,j-,0.000414993,0.0427443,3.32,0.1002
555,sub-NDARFX455JFY/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df56ca2d56695006cc0d4b2,j-,0.000414993,0.0427443,3.32,0.1002
556,sub-NDARGA815EUZ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df56d32d56695004dc02438,j-,0.000414993,0.0427443,3.32,0.1002
557,sub-NDARHE283KZN/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df56dd1d56695006cc0d4c8,j-,0.000414993,0.0427443,3.32,0.1002
558,sub-NDARHF545HFW/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df56e57d56695006cc0d4d9,j-,0.000414993,0.0427443,3.32,0.1002
559,sub-NDARHL684WYU/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df56eeed56695006cc0d4e7,j-,0.000414993,0.0427443,3.32,0.1002
560,sub-NDARHM611GDR/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df56f87d56695006cc0d4f6,j-,0.000414993,0.0427443,3.32,0.1002
561,sub-NDARHP841RMR/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5701ad566950078c14606,j-,0.000414993,0.0427443,3.32,0.1002
562,sub-NDARJD235KZA/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df570bed566950078c14618,j-,0.000414993,0.0427443,3.32,0.1002
563,sub-NDARJE070PLA/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df57157d566950078c1462a,j-,0.000414993,0.0427443,3.32,0.1002
564,sub-NDARJG687YYX/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df571c0d56695006cc0d525,j-,0.000414993,0.0427443,3.32,0.1002
565,sub-NDARJG740PM8/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df57264d566950078c1464f,j-,0.000414993,0.0427443,3.32,0.1002
566,sub-NDARJT064LRE/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df572e8d566950059c0605c,j-,0.000414993,0.0427443,3.32,0.1002
567,sub-NDARKF779EK2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5738cd566950078c14676,j-,0.000414993,0.0427443,3.32,0.1002
568,sub-NDARKH171DG8/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df57475d566950078c14695,j-,0.000414993,0.0427443,3.32,0.1002
569,sub-NDARKK774VP5/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df57524d566950078c146aa,j-,0.000414993,0.0427443,3.32,0.1002
570,sub-NDARLB671TLU/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df575cfd56695005bc0809a,j-,0.000414993,0.0427443,3.32,0.1002
571,sub-NDARLL331PW8/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5768ad56695006cc0d55b,j-,0.000414993,0.0427443,3.32,0.1002
572,sub-NDARMN695VFH/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df57732d56695006cc0d565,j-,0.000414993,0.0427443,3.32,0.1002
573,sub-NDARMU518TVN/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df577e2d566950059c06078,j-,0.000414993,0.0427443,3.32,0.1002
574,sub-NDARMW473LL1/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5789cd566950078c1471d,j-,0.000414993,0.0427443,3.32,0.1002
575,sub-NDARMX277VHC/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df578fed56695006cc0d57c,j-,0.000414993,0.0427443,3.32,0.1002
576,sub-NDARNN142WYB/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df579d1d566950078c14745,j-,0.000414993,0.0427443,3.32,0.1002
577,sub-NDARNX125KJ1/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df57a60d566950055c02f48,j-,0.000414993,0.0427443,3.32,0.1002
578,sub-NDARNX223DY3/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df57aecd56695006cc0d59c,j-,0.000414993,0.0427443,3.32,0.1002
579,sub-NDARNY894TH7/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df57b7ad566950078c14785,j-,0.000414993,0.0427443,3.32,0.1002
580,sub-NDARPF395NV5/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df57c1cd566950078c1479b,j-,0.000414993,0.0427443,3.32,0.1002
581,sub-NDARRP008LJ6/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df57d3cd566950078c147bb,j-,0.000414993,0.0427443,3.32,0.1002
582,sub-NDARRP801AX1/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df57da4d566950059c06096,j-,0.000414993,0.0427443,3.32,0.1002
583,sub-NDARRW141HUT/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df57e4ad566950078c147de,j-,0.000414993,0.0427443,3.32,0.1002
584,sub-NDARTP270UAV/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df57eeed566950078c147f3,j-,0.000414993,0.0427443,3.32,0.1002
585,sub-NDARTT667RKQ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df57f84d56695006cc0d5e3,j-,0.000414993,0.0427443,3.32,0.1002
586,sub-NDARVC305AC6/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df580f0d566950051c02595,j-,0.000414993,0.0427443,3.32,0.1002
587,sub-NDARVD194JX2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df581d1d566950057c04076,j-,0.000414993,0.0427443,3.32,0.1002
588,sub-NDARVK922KE5/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5829cd56695006cc0d610,j-,0.000414993,0.0427443,3.32,0.1002
589,sub-NDARVL697YGK/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df58339d566950059c060b1,j-,0.000414993,0.0427443,3.32,0.1002
590,sub-NDARWC427JB2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df583e8d56695006cc0d625,i,0.000414993,0.0427443,3.32,0.1002
591,sub-NDARWD911WBU/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df58488d566950059c060bb,j-,0.000414993,0.0427443,3.32,0.1002
592,sub-NDARWN709HA2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df585a0d566950078c148aa,j-,0.000414993,0.0427443,3.32,0.1002
593,sub-NDARWU876CWH/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df58637d566950078c148c1,j-,0.000414993,0.0427443,3.32,0.1002
594,sub-NDARXE542EMB/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df58706d566950057c04080,j-,0.000414993,0.0427443,3.32,0.1002
595,sub-NDARXG995EV6/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5876dd566950057c04081,j-,0.000414993,0.0427443,3.32,0.1002
596,sub-NDARXH529MTX/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df587ecd566950078c148fb,j-,0.000414993,0.0427443,3.32,0.1002
597,sub-NDARZE685UJ5/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df58885d566950078c14914,j-,0.000414993,0.0427443,3.32,0.1002
598,sub-NDARZW662UK6/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5891ed566950078c1492b,j-,0.000414993,0.0427443,3.32,0.1002
599,sub-NDARAB055BPR/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de82d1040116e005bcf8c10,j-,0.000414993,0.0427443,3.32,0.1002
600,sub-NDARAC462DZH/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8382740116e005bcf8d77,j-,0.000414993,0.0427443,3.32,0.1002
601,sub-NDARAF440XWG/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de840e540116e0058c4f6a1,j-,0.000414993,0.0427443,3.32,0.1002
602,sub-NDARAR305LXG/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de853fe40116e005bcf9351,j-,0.000414993,0.0427443,3.32,0.1002
603,sub-NDARAU840EUZ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de85a3140116e0058c4f9d7,j-,0.000414993,0.0427443,3.32,0.1002
604,sub-NDARAV554TP2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de85d7140116e0053b56f23,j-,0.000414993,0.0427443,3.32,0.1002
605,sub-NDARAY475AKD/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de864ff40116e0057bcab43,j-,0.000414993,0.0427443,3.32,0.1002
606,sub-NDARBJ375VP4/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de874e640116e0057bcac46,j-,0.000414993,0.0427443,3.32,0.1002
607,sub-NDARBL242L4H/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de87a7540116e0058c4fcfc,j-,0.000414993,0.0427443,3.32,0.1002
608,sub-NDARBL532FPT/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de87b7b40116e0057bcac9f,j-,0.000414993,0.0427443,3.32,0.1002
609,sub-NDARBV630BK6/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de88a0d40116e005bcf9d31,j-,0.000414993,0.0427443,3.32,0.1002
610,sub-NDARBW525JHY/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de88c9540116e0057bcad6f,j-,0.000414993,0.0427443,3.32,0.1002
611,sub-NDARCB142ZPB/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de894e340116e0058c4ff98,j-,0.000414993,0.0427443,3.32,0.1002
612,sub-NDARCC059WTH/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8954b40116e0054b7be9f,j-,0.000414993,0.0427443,3.32,0.1002
613,sub-NDARCJ330NBP/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8a64740116e005bcfa24b,j-,0.000414993,0.0427443,3.32,0.1002
614,sub-NDARCK481KRH/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8a8a240116e0058c501d0,j-,0.000414993,0.0427443,3.32,0.1002
615,sub-NDARCV628UUW/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8bd5740116e005bcfa698,j-,0.000414993,0.0427443,3.32,0.1002
616,sub-NDARCZ388PF5/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8c80140116e0057bcb0ce,j-,0.000414993,0.0427443,3.32,0.1002
617,sub-NDARDE502TEU/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8da7c40116e005bcfab8f,j-,0.000414993,0.0427443,3.32,0.1002
618,sub-NDARDJ970ELG/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8e3d340116e0057bcb250,j-,0.000414993,0.0427443,3.32,0.1002
619,sub-NDARDN996CPF/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8ea1f40116e005bcfae5a,j-,0.000414993,0.0427443,3.32,0.1002
620,sub-NDARDP725ZVY/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8eac340116e0057bcb29d,j-,0.000414993,0.0427443,3.32,0.1002
621,sub-NDARDR591AUC/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8f06c40116e005bcfafcc,j-,0.000414993,0.0427443,3.32,0.1002
622,sub-NDARDU566NUY/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8f57b40116e0057bcb364,j-,0.000414993,0.0427443,3.32,0.1002
623,sub-NDARDW711NYZ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8faf240116e0058c50973,j-,0.000414993,0.0427443,3.32,0.1002
624,sub-NDARDX665TKP/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de8fcd840116e005bcfb186,j-,0.000414993,0.0427443,3.32,0.1002
625,sub-NDARDZ440NGK/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9044540116e004bb399db,j-,0.000414993,0.0427443,3.32,0.1002
626,sub-NDAREC486ZPV/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de90ae840116e0054b7c16f,j-,0.000414993,0.0427443,3.32,0.1002
627,sub-NDAREG013BLG/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9152340116e0058c50ca9,j-,0.000414993,0.0427443,3.32,0.1002
628,sub-NDARER379GTP/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9292640116e005bcfbf1d,j-,0.000414993,0.0427443,3.32,0.1002
629,sub-NDAREW074ZM2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9312940116e0058c513ba,j-,0.000414993,0.0427443,3.32,0.1002
630,sub-NDAREW937RMY/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de932df40116e0058c51441,j-,0.000414993,0.0427443,3.32,0.1002
631,sub-NDARFD213GMJ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9500a40116e0054b7c57a,j-,0.000414993,0.0427443,3.32,0.1002
632,sub-NDARFM645RH5/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de967d740116e0054b7c6db,j-,0.000414993,0.0427443,3.32,0.1002
633,sub-NDARFN214WHQ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de969c140116e0054b7c6f3,j-,0.000414993,0.0427443,3.32,0.1002
634,sub-NDARFT176NJP/ses-HBNsiteRU/dwi,acq-64dir_dwi,5de9700a40116e0058c51f19,j-,0.000414993,0.0427443,3.32,0.1002
635,sub-NDARFW038ZNE/ses-HBNsiteRU/dwi,acq-64dir_dwi,5ed8f67c6b6c8713c6adaebd,j-,0.000414993,0.0427443,3.32,0.1002
636,sub-NDARFX508WPN/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df58956d56695006cc0d67d,j-,0.000414993,0.0427443,3.32,0.1002
637,sub-NDARGC255BUN/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df58a5ed566950078c14953,j-,0.000414993,0.0427443,3.32,0.1002
638,sub-NDARGK253TTG/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df58accd56695006cc0d699,j-,0.000414993,0.0427443,3.32,0.1002
639,sub-NDARGK442YHH/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df58b1cd566950078c149fc,j-,0.000414993,0.0427443,3.32,0.1002
640,sub-NDARGK449LLK/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df58ba5d566950078c14c8d,j-,0.000414993,0.0427443,3.32,0.1002
641,sub-NDARGU461JX2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df58c4fd566950057c040f4,j-,0.000414993,0.0427443,3.32,0.1002
642,sub-NDARHC661KGK/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df58ceed566950078c1528e,j-,0.000414993,0.0427443,3.32,0.1002
643,sub-NDARHG260BM9/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df58dc3d56695005bc0852c,j-,0.000414993,0.0427443,3.32,0.1002
644,sub-NDARHH757RT9/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df58e5ed566950078c15938,j-,0.000414993,0.0427443,3.32,0.1002
645,sub-NDARHM475DC5/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df58f02d566950078c15bea,j-,0.000414993,0.0427443,3.32,0.1002
646,sub-NDARHU529JHV/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df58fafd566950078c15f28,j-,0.000414993,0.0427443,3.32,0.1002
647,sub-NDARHW158PPR/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df59038d56695006cc0e4f0,j-,0.000414993,0.0427443,3.32,0.1002
648,sub-NDARHZ476MJP/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df59123d56695005bc08a88,j-,0.000414993,0.0427443,3.32,0.1002
649,sub-NDARHZ500ZNT/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df591c1d566950078c164b6,j-,0.000414993,0.0427443,3.32,0.1002
650,sub-NDARHZ814MHQ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df59268d566950078c164ce,j-,0.000414993,0.0427443,3.32,0.1002
651,sub-NDARJB236XDY/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5930dd56695006cc0e70f,j-,0.000414993,0.0427443,3.32,0.1002
652,sub-NDARJB501MJL/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df593b6d566950057c0426a,j-,0.000414993,0.0427443,3.32,0.1002
653,sub-NDARJF322BN4/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5947ad566950078c16507,j-,0.000414993,0.0427443,3.32,0.1002
654,sub-NDARJG494YDY/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df59514d566950078c1651a,j-,0.000414993,0.0427443,3.32,0.1002
655,sub-NDARJG738WY6/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df595bfd566950078c1652c,j-,0.000414993,0.0427443,3.32,0.1002
656,sub-NDARJH910CGX/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df59662d56695006cc0e73a,j-,0.000414993,0.0427443,3.32,0.1002
657,sub-NDARJJ216EGT/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5970bd56695005bc08ab9,j-,0.000414993,0.0427443,3.32,0.1002
658,sub-NDARJJ345VHW/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df597a8d56695005bc08ac2,j-,0.000414993,0.0427443,3.32,0.1002
659,sub-NDARJK154PF5/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5983dd566950078c16574,j-,0.000414993,0.0427443,3.32,0.1002
660,sub-NDARJX121GKP/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df598dfd566950078c16589,j-,0.000414993,0.0427443,3.32,0.1002
661,sub-NDARJY577WNJ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5997dd566950078c1659c,j-,0.000414993,0.0427443,3.32,0.1002
662,sub-NDARJY645CRH/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df59a27d56695005bc08ad2,j-,0.000414993,0.0427443,3.32,0.1002
663,sub-NDARKF363RN1/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df59a8dd566950078c165c4,j-,0.000414993,0.0427443,3.32,0.1002
664,sub-NDARKJ546WWQ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df59b43d566950059c0660d,j-,0.000414993,0.0427443,3.32,0.1002
665,sub-NDARKT540ZW0/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df59c00d566950078c165f5,j-,0.000414993,0.0427443,3.32,0.1002
666,sub-NDARKV461KGZ/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df59c94d566950078c1660b,j-,0.000414993,0.0427443,3.32,0.1002
667,sub-NDARKZ519FBT/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df59d2ed566950059c06613,j-,0.000414993,0.0427443,3.32,0.1002
668,sub-NDARLH423CR7/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df59de3d56695006cc0e7ad,j-,0.000414993,0.0427443,3.32,0.1002
669,sub-NDARLL572UP2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df59e93d56695005bc08af6,j-,0.000414993,0.0427443,3.32,0.1002
670,sub-NDARLL894HC3/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df59f31d566950078c1665a,j-,0.000414993,0.0427443,3.32,0.1002
671,sub-NDARLN550RM6/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df59fd4d566950078c1666f,j-,0.000414993,0.0427443,3.32,0.1002
672,sub-NDARLR083PKF/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5a033d566950078c16681,j-,0.000414993,0.0427443,3.32,0.1002
673,sub-NDARLR586MPX/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5a0bed566950078c1668f,j-,0.000414993,0.0427443,3.32,0.1002
674,sub-NDARLV252DY2/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5a15bd566950078c1669c,j-,0.000414993,0.0427443,3.32,0.1002
675,sub-NDARLY872ZXA/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5a1fdd566950078c166b2,j-,0.000414993,0.0427443,3.32,0.1002
676,sub-NDARMC950EUL/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5a28ed56695005bc08b12,j-,0.000414993,0.0427443,3.32,0.1002
677,sub-NDARMF230VEX/ses-HBNsiteRU/dwi,acq-64dir_dwi,5df5a330d566950059c06638,j-,0.000414993,0.0427443,3.32,0.1002
